Attack_fleet = 28
Defend_fleet = 23
Attacker, Defender, attack damage, defender's health
Attacker Kill Count:  3
Defender Kill Count:  8

Attack_fleet = 18
Defend_fleet = 29
Attacker, Defender, attack damage, defender's health
ObjectId('527809186f94c119c0841057') , ObjectId('527809186f94c119c0841155') , 537, 963
ObjectId('527809186f94c119c0841063') , ObjectId('527809186f94c119c0841161') , 559, 941
ObjectId('527809186f94c119c084106f') , ObjectId('527809186f94c119c084116d') , 1411, 89
ObjectId('527809186f94c119c084107b') , ObjectId('527809186f94c119c0841179') , 567, 933
ObjectId('527809186f94c119c0841087') , ObjectId('527809186f94c119c0841185') , 1433, 67
ObjectId('527809186f94c119c0841093') , ObjectId('527809186f94c119c0841191') , 1072, 428
ObjectId('527809186f94c119c084109f') , ObjectId('527809186f94c119c084119d') , 1041, 459
ObjectId('527809186f94c119c08410ab') , ObjectId('527809186f94c119c08411a9') , 1244, 256
ObjectId('527809186f94c119c08410b7') , ObjectId('527809186f94c119c08411b5') , 702, 798
ObjectId('527809186f94c119c08410c3') , ObjectId('527809186f94c119c08411c1') , 1199, 301
ObjectId('527809186f94c119c08410cf') , ObjectId('527809186f94c119c08411cd') , 1247, 253
ObjectId('527809186f94c119c08410db') , ObjectId('527809186f94c119c08411d9') , 444, 1056
ObjectId('527809186f94c119c08410e7') , ObjectId('527809186f94c119c08411e5') , 522, 978
ObjectId('527809186f94c119c08410f3') , ObjectId('527809186f94c119c08411f1') , 1058, 442
ObjectId('527809186f94c119c08410ff') , ObjectId('527809186f94c119c08411fd') , 1545, -45
ObjectId('527809186f94c119c084110b') , ObjectId('527809186f94c119c0841209') , 1217, 283
ObjectId('527809186f94c119c0841117') , ObjectId('527809186f94c119c0841215') , 1161, 339
ObjectId('527809186f94c119c0841123') , ObjectId('527809186f94c119c0841221') , 994, 506
Defender, Attacker, defend damage, attacker's health
ObjectId('527809186f94c119c0841155') , ObjectId('527809186f94c119c0841057') , 1063, 437
ObjectId('527809186f94c119c0841161') , ObjectId('527809186f94c119c0841063') , 851, 649
ObjectId('527809186f94c119c084116d') , ObjectId('527809186f94c119c084106f') , 2012, -512
ObjectId('527809186f94c119c0841179') , ObjectId('527809186f94c119c084107b') , 345, 1155
ObjectId('527809186f94c119c0841185') , ObjectId('527809186f94c119c0841087') , 785, 715
ObjectId('527809186f94c119c0841191') , ObjectId('527809186f94c119c0841093') , 713, 787
ObjectId('527809186f94c119c084119d') , ObjectId('527809186f94c119c084109f') , 589, 911
ObjectId('527809186f94c119c08411a9') , ObjectId('527809186f94c119c08410ab') , 988, 512
ObjectId('527809186f94c119c08411b5') , ObjectId('527809186f94c119c08410b7') , 449, 1051
ObjectId('527809186f94c119c08411c1') , ObjectId('527809186f94c119c08410c3') , 382, 1118
ObjectId('527809186f94c119c08411cd') , ObjectId('527809186f94c119c08410cf') , 802, 698
ObjectId('527809186f94c119c08411d9') , ObjectId('527809186f94c119c08410db') , 547, 953
ObjectId('527809186f94c119c08411e5') , ObjectId('527809186f94c119c08410e7') , 1107, 393
ObjectId('527809186f94c119c08411f1') , ObjectId('527809186f94c119c08410f3') , 357, 1143
ObjectId('527809186f94c119c08411fd') , ObjectId('527809186f94c119c08410ff') , 742, 758
ObjectId('527809186f94c119c0841209') , ObjectId('527809186f94c119c084110b') , 1012, 488
ObjectId('527809186f94c119c0841215') , ObjectId('527809186f94c119c0841117') , 1570, -70
ObjectId('527809186f94c119c0841221') , ObjectId('527809186f94c119c0841123') , 439, 1061
ObjectId('527809186f94c119c084122d') , ObjectId('527809186f94c119c084110b') , 1171, 329
ObjectId('527809186f94c119c0841239') , ObjectId('527809186f94c119c0841117') , 620, 880
ObjectId('527809186f94c119c0841245') , ObjectId('527809186f94c119c08410f3') , 674, 826
ObjectId('527809186f94c119c0841251') , ObjectId('527809186f94c119c08410c3') , 595, 905
ObjectId('527809186f94c119c084125d') , ObjectId('527809186f94c119c0841093') , 564, 936
ObjectId('527809186f94c119c0841269') , ObjectId('527809186f94c119c084110b') , 1294, 206
ObjectId('527809186f94c119c0841275') , ObjectId('527809186f94c119c084109f') , 809, 691
ObjectId('527809186f94c119c0841281') , ObjectId('527809186f94c119c084107b') , 506, 994
ObjectId('527809186f94c119c084128d') , ObjectId('527809186f94c119c084106f') , 993, 507
ObjectId('527809186f94c119c0841299') , ObjectId('527809186f94c119c08410c3') , 1597, -97
ObjectId('527809186f94c119c08412a5') , ObjectId('527809186f94c119c08410db') , 362, 1138
Attacker Kill Count:  1
Defender Kill Count:  3

Attack_fleet = 15
Defend_fleet = 28
Attacker, Defender, attack damage, defender's health
ObjectId('527809186f94c119c0841057') , ObjectId('527809186f94c119c0841155') , 391, 572
ObjectId('527809186f94c119c0841063') , ObjectId('527809186f94c119c0841161') , 697, 244
ObjectId('527809186f94c119c084107b') , ObjectId('527809186f94c119c084116d') , 980, -891
ObjectId('527809186f94c119c0841087') , ObjectId('527809186f94c119c0841179') , 1237, -304
ObjectId('527809186f94c119c0841093') , ObjectId('527809186f94c119c0841185') , 745, -678
ObjectId('527809186f94c119c084109f') , ObjectId('527809186f94c119c0841191') , 835, -407
ObjectId('527809186f94c119c08410ab') , ObjectId('527809186f94c119c084119d') , 1165, -706
ObjectId('527809186f94c119c08410b7') , ObjectId('527809186f94c119c08411a9') , 561, -305
ObjectId('527809186f94c119c08410cf') , ObjectId('527809186f94c119c08411b5') , 1035, -237
ObjectId('527809186f94c119c08410db') , ObjectId('527809186f94c119c08411c1') , 620, -319
ObjectId('527809186f94c119c08410e7') , ObjectId('527809186f94c119c08411cd') , 1629, -1376
ObjectId('527809186f94c119c08410f3') , ObjectId('527809186f94c119c08411d9') , 837, 219
ObjectId('527809186f94c119c08410ff') , ObjectId('527809186f94c119c08411e5') , 1025, -47
ObjectId('527809186f94c119c084110b') , ObjectId('527809186f94c119c08411f1') , 655, -213
ObjectId('527809186f94c119c0841123') , ObjectId('527809186f94c119c0841209') , 1349, -1066
Defender, Attacker, defend damage, attacker's health
ObjectId('527809186f94c119c0841155') , ObjectId('527809186f94c119c0841057') , 986, -549
ObjectId('527809186f94c119c0841161') , ObjectId('527809186f94c119c0841063') , 569, 80
ObjectId('527809186f94c119c084116d') , ObjectId('527809186f94c119c084107b') , 946, 48
ObjectId('527809186f94c119c0841179') , ObjectId('527809186f94c119c0841087') , 517, 198
ObjectId('527809186f94c119c0841185') , ObjectId('527809186f94c119c0841093') , 1524, -588
ObjectId('527809186f94c119c0841191') , ObjectId('527809186f94c119c084109f') , 365, 326
ObjectId('527809186f94c119c084119d') , ObjectId('527809186f94c119c08410ab') , 476, 36
ObjectId('527809186f94c119c08411a9') , ObjectId('527809186f94c119c08410b7') , 563, 488
ObjectId('527809186f94c119c08411b5') , ObjectId('527809186f94c119c08410cf') , 441, 257
ObjectId('527809186f94c119c08411c1') , ObjectId('527809186f94c119c08410db') , 704, 434
ObjectId('527809186f94c119c08411cd') , ObjectId('527809186f94c119c08410e7') , 844, -451
ObjectId('527809186f94c119c08411d9') , ObjectId('527809186f94c119c08410f3') , 331, 495
ObjectId('527809186f94c119c08411e5') , ObjectId('527809186f94c119c08410ff') , 1166, -408
ObjectId('527809186f94c119c08411f1') , ObjectId('527809186f94c119c084110b') , 714, -508
ObjectId('527809186f94c119c0841209') , ObjectId('527809186f94c119c0841123') , 599, 462
ObjectId('527809186f94c119c0841215') , ObjectId('527809186f94c119c08410cf') , 1194, -496
ObjectId('527809186f94c119c0841221') , ObjectId('527809186f94c119c08410db') , 641, 497
ObjectId('527809186f94c119c084122d') , ObjectId('527809186f94c119c0841057') , 736, -299
ObjectId('527809186f94c119c0841239') , ObjectId('527809186f94c119c08410b7') , 488, 563
ObjectId('527809186f94c119c0841245') , ObjectId('527809186f94c119c08410e7') , 560, -167
ObjectId('527809186f94c119c0841251') , ObjectId('527809186f94c119c08410ff') , 550, 208
ObjectId('527809186f94c119c084125d') , ObjectId('527809186f94c119c0841093') , 478, 458
ObjectId('527809186f94c119c0841269') , ObjectId('527809186f94c119c0841093') , 931, 5
ObjectId('527809186f94c119c0841275') , ObjectId('527809186f94c119c0841087') , 1078, -363
ObjectId('527809186f94c119c0841281') , ObjectId('527809186f94c119c084107b') , 668, 326
ObjectId('527809186f94c119c084128d') , ObjectId('527809186f94c119c08410ab') , 1353, -841
ObjectId('527809186f94c119c0841299') , ObjectId('527809186f94c119c08410f3') , 1978, -1152
ObjectId('527809186f94c119c08412a5') , ObjectId('527809186f94c119c0841063') , 490, 159
Attacker Kill Count:  12
Defender Kill Count:  11

Attack_fleet = 6
Defend_fleet = 16
Attacker, Defender, attack damage, defender's health
ObjectId('527809186f94c119c0841063') , ObjectId('527809186f94c119c0841155') , 851, -279
ObjectId('527809186f94c119c084107b') , ObjectId('527809186f94c119c0841161') , 1105, -861
ObjectId('527809186f94c119c084109f') , ObjectId('527809186f94c119c08411d9') , 520, -301
ObjectId('527809186f94c119c08410b7') , ObjectId('527809186f94c119c0841215') , 529, -190
ObjectId('527809186f94c119c08410db') , ObjectId('527809186f94c119c0841221') , 507, -1
ObjectId('527809186f94c119c0841123') , ObjectId('527809186f94c119c084122d') , 1015, 485
Defender, Attacker, defend damage, attacker's health
ObjectId('527809186f94c119c0841155') , ObjectId('527809186f94c119c0841063') , 1126, -967
ObjectId('527809186f94c119c0841161') , ObjectId('527809186f94c119c084107b') , 877, -551
ObjectId('527809186f94c119c08411d9') , ObjectId('527809186f94c119c084109f') , 468, -142
ObjectId('527809186f94c119c0841215') , ObjectId('527809186f94c119c08410b7') , 1118, -555
ObjectId('527809186f94c119c0841221') , ObjectId('527809186f94c119c08410db') , 455, 42
ObjectId('527809186f94c119c084122d') , ObjectId('527809186f94c119c0841123') , 973, -511
ObjectId('527809186f94c119c0841239') , ObjectId('527809186f94c119c0841063') , 747, -588
ObjectId('527809186f94c119c0841245') , ObjectId('527809186f94c119c0841123') , 296, 166
ObjectId('527809186f94c119c0841251') , ObjectId('527809186f94c119c084107b') , 568, -242
ObjectId('527809186f94c119c084125d') , ObjectId('527809186f94c119c08410db') , 476, 21
ObjectId('527809186f94c119c0841269') , ObjectId('527809186f94c119c0841123') , 1284, -822
ObjectId('527809186f94c119c0841275') , ObjectId('527809186f94c119c084107b') , 731, -405
ObjectId('527809186f94c119c0841281') , ObjectId('527809186f94c119c084107b') , 448, -122
ObjectId('527809186f94c119c084128d') , ObjectId('527809186f94c119c08410db') , 616, -119
ObjectId('527809186f94c119c0841299') , ObjectId('527809186f94c119c084109f') , 1483, -1157
ObjectId('527809186f94c119c08412a5') , ObjectId('527809186f94c119c08410db') , 257, 240
Attacker Kill Count:  5
Defender Kill Count:  12

Attack_fleet = 21
Defend_fleet = 29
Attacker, Defender, attack damage, defender's health
ObjectId('5278091c6f94c119c08412d7') , ObjectId('5278091c6f94c119c08413f9') , 480, 1020
ObjectId('5278091c6f94c119c08412e3') , ObjectId('5278091c6f94c119c0841405') , 623, 877
ObjectId('5278091c6f94c119c08412ef') , ObjectId('5278091c6f94c119c0841411') , 797, 703
ObjectId('5278091c6f94c119c08412fb') , ObjectId('5278091c6f94c119c084141d') , 598, 902
ObjectId('5278091c6f94c119c0841307') , ObjectId('5278091c6f94c119c0841429') , 510, 990
ObjectId('5278091c6f94c119c0841313') , ObjectId('5278091c6f94c119c0841435') , 723, 777
ObjectId('5278091c6f94c119c084131f') , ObjectId('5278091c6f94c119c0841441') , 1509, -9
ObjectId('5278091c6f94c119c084132b') , ObjectId('5278091c6f94c119c084144d') , 626, 874
ObjectId('5278091c6f94c119c0841337') , ObjectId('5278091c6f94c119c0841459') , 413, 1087
ObjectId('5278091c6f94c119c0841343') , ObjectId('5278091c6f94c119c0841465') , 1432, 68
ObjectId('5278091c6f94c119c084134f') , ObjectId('5278091c6f94c119c0841471') , 1460, 40
ObjectId('5278091c6f94c119c084135b') , ObjectId('5278091c6f94c119c084147d') , 536, 964
ObjectId('5278091c6f94c119c0841367') , ObjectId('5278091c6f94c119c0841489') , 1786, -286
ObjectId('5278091c6f94c119c0841373') , ObjectId('5278091c6f94c119c0841495') , 819, 681
ObjectId('5278091c6f94c119c084137f') , ObjectId('5278091c6f94c119c08414a1') , 1653, -153
ObjectId('5278091c6f94c119c084138b') , ObjectId('5278091c6f94c119c08414ad') , 420, 1080
ObjectId('5278091c6f94c119c0841397') , ObjectId('5278091c6f94c119c08414b9') , 1125, 375
ObjectId('5278091c6f94c119c08413a3') , ObjectId('5278091c6f94c119c08414c5') , 1142, 358
ObjectId('5278091c6f94c119c08413af') , ObjectId('5278091c6f94c119c08414d1') , 389, 1111
ObjectId('5278091c6f94c119c08413bb') , ObjectId('5278091c6f94c119c08414dd') , 647, 853
ObjectId('5278091c6f94c119c08413c7') , ObjectId('5278091d6f94c119c08414e9') , 861, 639
Defender, Attacker, defend damage, attacker's health
ObjectId('5278091c6f94c119c08413f9') , ObjectId('5278091c6f94c119c08412d7') , 343, 1157
ObjectId('5278091c6f94c119c0841405') , ObjectId('5278091c6f94c119c08412e3') , 1389, 111
ObjectId('5278091c6f94c119c0841411') , ObjectId('5278091c6f94c119c08412ef') , 641, 859
ObjectId('5278091c6f94c119c084141d') , ObjectId('5278091c6f94c119c08412fb') , 489, 1011
ObjectId('5278091c6f94c119c0841429') , ObjectId('5278091c6f94c119c0841307') , 434, 1066
ObjectId('5278091c6f94c119c0841435') , ObjectId('5278091c6f94c119c0841313') , 410, 1090
ObjectId('5278091c6f94c119c0841441') , ObjectId('5278091c6f94c119c084131f') , 341, 1159
ObjectId('5278091c6f94c119c084144d') , ObjectId('5278091c6f94c119c084132b') , 697, 803
ObjectId('5278091c6f94c119c0841459') , ObjectId('5278091c6f94c119c0841337') , 322, 1178
ObjectId('5278091c6f94c119c0841465') , ObjectId('5278091c6f94c119c0841343') , 1360, 140
ObjectId('5278091c6f94c119c0841471') , ObjectId('5278091c6f94c119c084134f') , 1069, 431
ObjectId('5278091c6f94c119c084147d') , ObjectId('5278091c6f94c119c084135b') , 1950, -450
ObjectId('5278091c6f94c119c0841489') , ObjectId('5278091c6f94c119c0841367') , 469, 1031
ObjectId('5278091c6f94c119c0841495') , ObjectId('5278091c6f94c119c0841373') , 490, 1010
ObjectId('5278091c6f94c119c08414a1') , ObjectId('5278091c6f94c119c084137f') , 590, 910
ObjectId('5278091c6f94c119c08414ad') , ObjectId('5278091c6f94c119c084138b') , 408, 1092
ObjectId('5278091c6f94c119c08414b9') , ObjectId('5278091c6f94c119c0841397') , 355, 1145
ObjectId('5278091c6f94c119c08414c5') , ObjectId('5278091c6f94c119c08413a3') , 478, 1022
ObjectId('5278091c6f94c119c08414d1') , ObjectId('5278091c6f94c119c08413af') , 578, 922
ObjectId('5278091c6f94c119c08414dd') , ObjectId('5278091c6f94c119c08413bb') , 755, 745
ObjectId('5278091d6f94c119c08414e9') , ObjectId('5278091c6f94c119c08413c7') , 1446, 54
ObjectId('5278091d6f94c119c08414f5') , ObjectId('5278091c6f94c119c08413bb') , 1203, 297
ObjectId('5278091d6f94c119c0841501') , ObjectId('5278091c6f94c119c084132b') , 2091, -591
ObjectId('5278091d6f94c119c084150d') , ObjectId('5278091c6f94c119c084134f') , 634, 866
ObjectId('5278091d6f94c119c0841519') , ObjectId('5278091c6f94c119c084131f') , 329, 1171
ObjectId('5278091d6f94c119c0841525') , ObjectId('5278091c6f94c119c0841343') , 1116, 384
ObjectId('5278091d6f94c119c0841531') , ObjectId('5278091c6f94c119c084132b') , 859, 641
ObjectId('5278091d6f94c119c084153d') , ObjectId('5278091c6f94c119c0841313') , 1141, 359
ObjectId('5278091d6f94c119c0841549') , ObjectId('5278091c6f94c119c084131f') , 1492, 8
Attacker Kill Count:  3
Defender Kill Count:  2

Attack_fleet = 19
Defend_fleet = 26
Attacker, Defender, attack damage, defender's health
ObjectId('5278091c6f94c119c08412d7') , ObjectId('5278091c6f94c119c08413f9') , 792, 228
ObjectId('5278091c6f94c119c08412e3') , ObjectId('5278091c6f94c119c0841405') , 1007, -130
ObjectId('5278091c6f94c119c08412ef') , ObjectId('5278091c6f94c119c0841411') , 765, -62
ObjectId('5278091c6f94c119c08412fb') , ObjectId('5278091c6f94c119c084141d') , 824, 78
ObjectId('5278091c6f94c119c0841307') , ObjectId('5278091c6f94c119c0841429') , 408, 582
ObjectId('5278091c6f94c119c0841313') , ObjectId('5278091c6f94c119c0841435') , 277, 500
ObjectId('5278091c6f94c119c084131f') , ObjectId('5278091c6f94c119c084144d') , 1345, -471
ObjectId('5278091c6f94c119c0841337') , ObjectId('5278091c6f94c119c0841459') , 565, 522
ObjectId('5278091c6f94c119c0841343') , ObjectId('5278091c6f94c119c0841465') , 1799, -1731
ObjectId('5278091c6f94c119c084134f') , ObjectId('5278091c6f94c119c0841471') , 1218, -1178
ObjectId('5278091c6f94c119c0841367') , ObjectId('5278091c6f94c119c084147d') , 1110, -146
ObjectId('5278091c6f94c119c0841373') , ObjectId('5278091c6f94c119c0841495') , 398, 283
ObjectId('5278091c6f94c119c084137f') , ObjectId('5278091c6f94c119c08414ad') , 1987, -907
ObjectId('5278091c6f94c119c084138b') , ObjectId('5278091c6f94c119c08414b9') , 696, -321
ObjectId('5278091c6f94c119c0841397') , ObjectId('5278091c6f94c119c08414c5') , 1287, -929
ObjectId('5278091c6f94c119c08413a3') , ObjectId('5278091c6f94c119c08414d1') , 818, 293
ObjectId('5278091c6f94c119c08413af') , ObjectId('5278091c6f94c119c08414dd') , 369, 484
ObjectId('5278091c6f94c119c08413bb') , ObjectId('5278091d6f94c119c08414e9') , 1262, -623
ObjectId('5278091c6f94c119c08413c7') , ObjectId('5278091d6f94c119c08414f5') , 967, 533
Defender, Attacker, defend damage, attacker's health
ObjectId('5278091c6f94c119c08413f9') , ObjectId('5278091c6f94c119c08412d7') , 440, 717
ObjectId('5278091c6f94c119c0841405') , ObjectId('5278091c6f94c119c08412e3') , 1003, -892
ObjectId('5278091c6f94c119c0841411') , ObjectId('5278091c6f94c119c08412ef') , 504, 355
ObjectId('5278091c6f94c119c084141d') , ObjectId('5278091c6f94c119c08412fb') , 520, 491
ObjectId('5278091c6f94c119c0841429') , ObjectId('5278091c6f94c119c0841307') , 552, 514
ObjectId('5278091c6f94c119c0841435') , ObjectId('5278091c6f94c119c0841313') , 521, -162
ObjectId('5278091c6f94c119c084144d') , ObjectId('5278091c6f94c119c084131f') , 452, -444
ObjectId('5278091c6f94c119c0841459') , ObjectId('5278091c6f94c119c0841337') , 698, 480
ObjectId('5278091c6f94c119c0841465') , ObjectId('5278091c6f94c119c0841343') , 1637, -1253
ObjectId('5278091c6f94c119c0841471') , ObjectId('5278091c6f94c119c084134f') , 285, 581
ObjectId('5278091c6f94c119c084147d') , ObjectId('5278091c6f94c119c0841367') , 1403, -372
ObjectId('5278091c6f94c119c0841495') , ObjectId('5278091c6f94c119c0841373') , 456, 554
ObjectId('5278091c6f94c119c08414ad') , ObjectId('5278091c6f94c119c084137f') , 618, 292
ObjectId('5278091c6f94c119c08414b9') , ObjectId('5278091c6f94c119c084138b') , 479, 613
ObjectId('5278091c6f94c119c08414c5') , ObjectId('5278091c6f94c119c0841397') , 1595, -450
ObjectId('5278091c6f94c119c08414d1') , ObjectId('5278091c6f94c119c08413a3') , 498, 524
ObjectId('5278091c6f94c119c08414dd') , ObjectId('5278091c6f94c119c08413af') , 900, 22
ObjectId('5278091d6f94c119c08414e9') , ObjectId('5278091c6f94c119c08413bb') , 986, -689
ObjectId('5278091d6f94c119c08414f5') , ObjectId('5278091c6f94c119c08413c7') , 776, -722
ObjectId('5278091d6f94c119c0841501') , ObjectId('5278091c6f94c119c08412ef') , 1130, -271
ObjectId('5278091d6f94c119c084150d') , ObjectId('5278091c6f94c119c08413a3') , 491, 531
ObjectId('5278091d6f94c119c0841519') , ObjectId('5278091c6f94c119c0841337') , 1167, 11
ObjectId('5278091d6f94c119c0841525') , ObjectId('5278091c6f94c119c0841373') , 574, 436
ObjectId('5278091d6f94c119c0841531') , ObjectId('5278091c6f94c119c084131f') , 792, -784
ObjectId('5278091d6f94c119c084153d') , ObjectId('5278091c6f94c119c0841373') , 2270, -1260
ObjectId('5278091d6f94c119c0841549') , ObjectId('5278091c6f94c119c08413a3') , 384, 638
Attacker Kill Count:  10
Defender Kill Count:  11

Attack_fleet = 9
Defend_fleet = 16
Attacker, Defender, attack damage, defender's health
ObjectId('5278091c6f94c119c08412d7') , ObjectId('5278091c6f94c119c08413f9') , 704, -476
ObjectId('5278091c6f94c119c08412fb') , ObjectId('5278091c6f94c119c084141d') , 619, -541
ObjectId('5278091c6f94c119c0841307') , ObjectId('5278091c6f94c119c0841429') , 493, 89
ObjectId('5278091c6f94c119c0841337') , ObjectId('5278091c6f94c119c0841435') , 328, 172
ObjectId('5278091c6f94c119c084134f') , ObjectId('5278091c6f94c119c0841459') , 1289, -767
ObjectId('5278091c6f94c119c084137f') , ObjectId('5278091c6f94c119c0841495') , 1580, -1297
ObjectId('5278091c6f94c119c084138b') , ObjectId('5278091c6f94c119c08414d1') , 426, -133
ObjectId('5278091c6f94c119c08413a3') , ObjectId('5278091c6f94c119c08414dd') , 1385, -901
ObjectId('5278091c6f94c119c08413af') , ObjectId('5278091d6f94c119c08414f5') , 547, -14
Defender, Attacker, defend damage, attacker's health
ObjectId('5278091c6f94c119c08413f9') , ObjectId('5278091c6f94c119c08412d7') , 683, 34
ObjectId('5278091c6f94c119c084141d') , ObjectId('5278091c6f94c119c08412fb') , 406, 85
ObjectId('5278091c6f94c119c0841429') , ObjectId('5278091c6f94c119c0841307') , 1050, -536
ObjectId('5278091c6f94c119c0841435') , ObjectId('5278091c6f94c119c0841337') , 487, -476
ObjectId('5278091c6f94c119c0841459') , ObjectId('5278091c6f94c119c084134f') , 302, 279
ObjectId('5278091c6f94c119c0841495') , ObjectId('5278091c6f94c119c084137f') , 386, -94
ObjectId('5278091c6f94c119c08414d1') , ObjectId('5278091c6f94c119c084138b') , 720, -107
ObjectId('5278091c6f94c119c08414dd') , ObjectId('5278091c6f94c119c08413a3') , 1112, -474
ObjectId('5278091d6f94c119c08414f5') , ObjectId('5278091c6f94c119c08413af') , 564, -542
ObjectId('5278091d6f94c119c0841501') , ObjectId('5278091c6f94c119c0841307') , 1554, -1040
ObjectId('5278091d6f94c119c084150d') , ObjectId('5278091c6f94c119c08412d7') , 621, 96
ObjectId('5278091d6f94c119c0841519') , ObjectId('5278091c6f94c119c084138b') , 923, -310
ObjectId('5278091d6f94c119c0841525') , ObjectId('5278091c6f94c119c08412d7') , 856, -139
ObjectId('5278091d6f94c119c0841531') , ObjectId('5278091c6f94c119c084138b') , 990, -377
ObjectId('5278091d6f94c119c084153d') , ObjectId('5278091c6f94c119c08412fb') , 1909, -1418
ObjectId('5278091d6f94c119c0841549') , ObjectId('5278091c6f94c119c08412fb') , 1672, -1181
Attacker Kill Count:  7
Defender Kill Count:  12

Attack_fleet = 22
Defend_fleet = 21
Attacker, Defender, attack damage, defender's health
ObjectId('527809216f94c119c084157b') , ObjectId('527809216f94c119c08416a9') , 603, 897
ObjectId('527809216f94c119c0841587') , ObjectId('527809216f94c119c08416b5') , 579, 921
ObjectId('527809216f94c119c0841593') , ObjectId('527809216f94c119c08416c1') , 1300, 200
ObjectId('527809216f94c119c084159f') , ObjectId('527809216f94c119c08416cd') , 430, 1070
ObjectId('527809216f94c119c08415ab') , ObjectId('527809216f94c119c08416d9') , 1149, 351
ObjectId('527809216f94c119c08415b7') , ObjectId('527809216f94c119c08416e5') , 900, 600
ObjectId('527809216f94c119c08415c3') , ObjectId('527809216f94c119c08416f1') , 560, 940
ObjectId('527809216f94c119c08415cf') , ObjectId('527809216f94c119c08416fd') , 1019, 481
ObjectId('527809216f94c119c08415db') , ObjectId('527809216f94c119c0841709') , 764, 736
ObjectId('527809216f94c119c08415e7') , ObjectId('527809216f94c119c0841715') , 1625, -125
ObjectId('527809216f94c119c08415f3') , ObjectId('527809216f94c119c0841721') , 972, 528
ObjectId('527809216f94c119c08415ff') , ObjectId('527809216f94c119c084172d') , 642, 858
ObjectId('527809216f94c119c084160b') , ObjectId('527809216f94c119c0841739') , 1325, 175
ObjectId('527809216f94c119c0841617') , ObjectId('527809216f94c119c0841745') , 415, 1085
ObjectId('527809216f94c119c0841623') , ObjectId('527809216f94c119c0841751') , 762, 738
ObjectId('527809216f94c119c084162f') , ObjectId('527809216f94c119c084175d') , 1116, 384
ObjectId('527809216f94c119c084163b') , ObjectId('527809216f94c119c0841769') , 389, 1111
ObjectId('527809216f94c119c0841647') , ObjectId('527809216f94c119c0841775') , 1090, 410
ObjectId('527809216f94c119c0841653') , ObjectId('527809216f94c119c0841781') , 753, 747
ObjectId('527809216f94c119c084165f') , ObjectId('527809216f94c119c084178d') , 612, 888
ObjectId('527809216f94c119c084166b') , ObjectId('527809216f94c119c0841799') , 397, 1103
ObjectId('527809216f94c119c0841677') , ObjectId('527809216f94c119c0841781') , 945, 555
Defender, Attacker, defend damage, attacker's health
ObjectId('527809216f94c119c08416a9') , ObjectId('527809216f94c119c084157b') , 673, 827
ObjectId('527809216f94c119c08416b5') , ObjectId('527809216f94c119c0841587') , 555, 945
ObjectId('527809216f94c119c08416c1') , ObjectId('527809216f94c119c0841593') , 988, 512
ObjectId('527809216f94c119c08416cd') , ObjectId('527809216f94c119c084159f') , 1728, -228
ObjectId('527809216f94c119c08416d9') , ObjectId('527809216f94c119c08415ab') , 582, 918
ObjectId('527809216f94c119c08416e5') , ObjectId('527809216f94c119c08415b7') , 1133, 367
ObjectId('527809216f94c119c08416f1') , ObjectId('527809216f94c119c08415c3') , 286, 1214
ObjectId('527809216f94c119c08416fd') , ObjectId('527809216f94c119c08415cf') , 805, 695
ObjectId('527809216f94c119c0841709') , ObjectId('527809216f94c119c08415db') , 653, 847
ObjectId('527809216f94c119c0841715') , ObjectId('527809216f94c119c08415e7') , 2246, -746
ObjectId('527809216f94c119c0841721') , ObjectId('527809216f94c119c08415f3') , 662, 838
ObjectId('527809216f94c119c084172d') , ObjectId('527809216f94c119c08415ff') , 668, 832
ObjectId('527809216f94c119c0841739') , ObjectId('527809216f94c119c084160b') , 548, 952
ObjectId('527809216f94c119c0841745') , ObjectId('527809216f94c119c0841617') , 2100, -600
ObjectId('527809216f94c119c0841751') , ObjectId('527809216f94c119c0841623') , 2005, -505
ObjectId('527809216f94c119c084175d') , ObjectId('527809216f94c119c084162f') , 939, 561
ObjectId('527809216f94c119c0841769') , ObjectId('527809216f94c119c084163b') , 778, 722
ObjectId('527809216f94c119c0841775') , ObjectId('527809216f94c119c0841647') , 678, 822
ObjectId('527809216f94c119c0841781') , ObjectId('527809216f94c119c0841653') , 560, 940
ObjectId('527809216f94c119c084178d') , ObjectId('527809216f94c119c084165f') , 249, 1251
ObjectId('527809216f94c119c0841799') , ObjectId('527809216f94c119c084166b') , 1316, 184
Attacker Kill Count:  1
Defender Kill Count:  4

Attack_fleet = 18
Defend_fleet = 20
Attacker, Defender, attack damage, defender's health
ObjectId('527809216f94c119c084157b') , ObjectId('527809216f94c119c08416a9') , 786, 111
ObjectId('527809216f94c119c0841587') , ObjectId('527809216f94c119c08416b5') , 1033, -112
ObjectId('527809216f94c119c0841593') , ObjectId('527809216f94c119c08416c1') , 923, -723
ObjectId('527809216f94c119c08415ab') , ObjectId('527809216f94c119c08416cd') , 879, 191
ObjectId('527809216f94c119c08415b7') , ObjectId('527809216f94c119c08416d9') , 1346, -995
ObjectId('527809216f94c119c08415c3') , ObjectId('527809216f94c119c08416e5') , 267, 333
ObjectId('527809216f94c119c08415cf') , ObjectId('527809216f94c119c08416f1') , 833, 107
ObjectId('527809216f94c119c08415db') , ObjectId('527809216f94c119c08416fd') , 670, -189
